time,0
1999-01-01,174
1999-01-11,177
1999-01-21,164
1999-02-01,255
1999-02-11,171
1999-02-21,173
1999-03-01,186
1999-03-11,177
1999-03-21,178
1999-04-01,186
1999-04-11,198
1999-04-21,193
1999-05-01,194
1999-05-11,180
1999-05-21,167
1999-06-01,164
1999-06-11,154
1999-06-21,165
1999-07-01,175
1999-07-11,163
1999-07-21,151
1999-08-01,157
1999-08-11,152
1999-08-21,151
1999-09-01,150
1999-09-11,145
1999-09-21,161
1999-10-01,168
1999-10-11,185
1999-10-21,174
1999-11-01,166
1999-11-11,154
1999-11-21,171
1999-12-01,186
1999-12-11,184
1999-12-21,255
2000-01-01,176
2000-01-11,184
2000-01-21,180
2000-02-01,176
2000-02-11,137
2000-02-21,183
2000-03-01,183
2000-03-11,168
2000-03-21,177
2000-04-01,174
2000-04-11,183
2000-04-21,186
2000-05-01,197
2000-05-11,188
2000-05-21,186
2000-06-01,185
2000-06-11,173
2000-06-21,160
2000-07-01,161
2000-07-11,174
2000-07-21,167
2000-08-01,166
2000-08-11,167
2000-08-21,158
2000-09-01,88
2000-09-11,89
2000-09-21,86
2000-10-01,71
2000-10-11,93
2000-10-21,118
2000-11-01,113
2000-11-11,126
2000-11-21,122
2000-12-01,129
2000-12-11,140
2000-12-21,255
2001-01-01,158
2001-01-11,146
2001-01-21,158
2001-02-01,159
2001-02-11,153
2001-02-21,195
2001-03-01,152
2001-03-11,174
2001-03-21,179
2001-04-01,180
2001-04-11,199
2001-04-21,202
2001-05-01,203
2001-05-11,200
2001-05-21,183
2001-06-01,168
2001-06-11,150
2001-06-21,133
2001-07-01,118
2001-07-11,125
2001-07-21,128
2001-08-01,113
2001-08-11,109
2001-08-21,115
2001-09-01,124
2001-09-11,136
2001-09-21,127
2001-10-01,124
2001-10-11,116
2001-10-21,128
2001-11-01,118
2001-11-11,121
2001-11-21,140
2001-12-01,124
2001-12-11,255
2001-12-21,255
2002-01-01,143
2002-01-11,138
2002-01-21,143
2002-02-01,136
2002-02-11,157
2002-02-21,148
2002-03-01,137
2002-03-11,181
2002-03-21,165
2002-04-01,177
2002-04-11,183
2002-04-21,207
2002-05-01,195
2002-05-11,202
2002-05-21,185
2002-06-01,163
2002-06-11,149
2002-06-21,155
2002-07-01,136
2002-07-11,132
2002-07-21,141
2002-08-01,147
2002-08-11,126
2002-08-21,124
2002-09-01,139
2002-09-11,165
2002-09-21,164
2002-10-01,174
2002-10-11,187
2002-10-21,185
2002-11-01,153
2002-11-11,188
2002-11-21,160
2002-12-01,188
2002-12-11,210
2002-12-21,185
2003-01-01,255
2003-01-11,194
2003-01-21,168
2003-02-01,192
2003-02-11,255
2003-02-21,165
2003-03-01,186
2003-03-11,180
2003-03-21,169
2003-04-01,165
2003-04-11,174
2003-04-21,199
2003-05-01,190
2003-05-11,183
2003-05-21,177
2003-06-01,176
2003-06-11,175
2003-06-21,166
2003-07-01,154
2003-07-11,153
